domain,email_user,status,message,raw_response
karyamu.my.id,adiard98marketing,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""adiard98marketing+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,adiawa45marketing,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""adiawa45marketing+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,adiber18marketing,SUCCESS,Email berhasil dibuat,"{""data"":""adiber18marketing+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,adibus39marketing,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""adibus39marketing+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,adidrl82marketing,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adidrl82marketing+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adidrs92marketing,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""adidrs92marketing+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,adieah63marketing,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adieah63marketing+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adigvm69marketing,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adigvm69marketing+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adigyw95marketing,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""adigyw95marketing+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,adiiii72marketing,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""adiiii72marketing+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,adijpn63marketing,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""adijpn63marketing+karyamu.my.id"",""errors"":null}"
karyamu.my.id,adimgk32marketing,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""adimgk32marketing+karyamu.my.id"",""errors"":null}"
