domain,email_user,status,message,raw_response
karyamu.my.id,adi118.lubis,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""adi118.lubis+karyamu.my.id""}"
karyamu.my.id,adi146.nasution,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adi146.nasution+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adi271.mahendra,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adi271.mahendra+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adi280.hakim,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adi280.hakim+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adi299.nasution,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adi299.nasution+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adi318.permana,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""adi318.permana+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,adi333.permana,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""adi333.permana+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,adi449.subagyo,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""adi449.subagyo+karyamu.my.id""}"
karyamu.my.id,adi454.setiawan,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""adi454.setiawan+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,adi473.syahputra,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""adi473.syahputra+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,adi535.mahendra,SUCCESS,Email berhasil dibuat,"{""data"":""adi535.mahendra+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,adi562.panjaitan,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""adi562.panjaitan+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,adi596.halim,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""adi596.halim+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,adi635.pratama,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""adi635.pratama+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,adi638.ginting,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""adi638.ginting+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,adi645.wibowo,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""adi645.wibowo+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,adi652.wijaya,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""adi652.wijaya+karyamu.my.id""}"
karyamu.my.id,adi736.yulianti,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""adi736.yulianti+karyamu.my.id"",""errors"":null}"
karyamu.my.id,adi877.syahputra,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adi877.syahputra+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,agus106.nasution,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""agus106.nasution+karyamu.my.id""}"
karyamu.my.id,agus188.wicaksono,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""agus188.wicaksono+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,agus226.saputra,SUCCESS,Email berhasil dibuat,"{""data"":""agus226.saputra+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,agus269.halim,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""agus269.halim+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
