source_file,domain,email_user,status,message,raw_response
accounts_113.csv,whateast.my.id,monaq.8865,FAILED,The account monaq.8865@whateast.my.id already exists!,"{""metadata"":{},""status"":0,""messages"":null,""warnings"":null,""data"":null,""errors"":[""The account monaq.8865@whateast.my.id already exists!""]}"
accounts_113.csv,whateast.my.id,monas.5940,SUCCESS,Email created successfully,"{""errors"":null,""data"":""monas.5940+whateast.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_113.csv,whateast.my.id,monav.4847,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""monav.4847+whateast.my.id"",""errors"":null}"
accounts_113.csv,whateast.my.id,monav.7421,SUCCESS,Email created successfully,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""monav.7421+whateast.my.id"",""warnings"":null}"
accounts_113.csv,whateast.my.id,monaw.5926,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""monaw.5926+whateast.my.id"",""errors"":null,""warnings"":null}"
accounts_113.csv,whateast.my.id,monax.7928,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""monax.7928+whateast.my.id"",""errors"":null,""warnings"":null}"
accounts_113.csv,whateast.my.id,niac.3203,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""niac.3203+whateast.my.id"",""errors"":null}"
accounts_113.csv,whateast.my.id,niac.5170,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""niac.5170+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,niad.4742,SUCCESS,Email created successfully,"{""data"":""niad.4742+whateast.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_113.csv,whateast.my.id,niad.9368,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""niad.9368+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,niae.6862,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""niae.6862+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,niah.4920,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""niah.4920+whateast.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_113.csv,whateast.my.id,nial.3783,SUCCESS,Email created successfully,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""nial.3783+whateast.my.id"",""warnings"":null}"
accounts_113.csv,whateast.my.id,nial.4335,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""nial.4335+whateast.my.id"",""errors"":null}"
accounts_113.csv,whateast.my.id,niam.3789,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""niam.3789+whateast.my.id"",""errors"":null}"
accounts_113.csv,whateast.my.id,niaq.6489,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""niaq.6489+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,nias.6249,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""nias.6249+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,niat.1361,SUCCESS,Email created successfully,"{""data"":""niat.1361+whateast.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_113.csv,whateast.my.id,niaw.2887,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""niaw.2887+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,niaz.6420,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""niaz.6420+whateast.my.id""}"
accounts_113.csv,whateast.my.id,nikib.8511,SUCCESS,Email created successfully,"{""errors"":null,""data"":""nikib.8511+whateast.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_113.csv,whateast.my.id,nikid.6419,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""nikid.6419+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,nikie.1663,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""nikie.1663+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,nikie.5456,SUCCESS,Email created successfully,"{""errors"":null,""data"":""nikie.5456+whateast.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_113.csv,whateast.my.id,nikie.9474,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""nikie.9474+whateast.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_113.csv,whateast.my.id,nikig.3767,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""nikig.3767+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,nikih.1673,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""nikih.1673+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,nikih.6042,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""nikih.6042+whateast.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_113.csv,whateast.my.id,nikil.3630,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""nikil.3630+whateast.my.id""}"
accounts_113.csv,whateast.my.id,nikil.5521,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""nikil.5521+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,nikim.1743,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""nikim.1743+whateast.my.id"",""errors"":null,""warnings"":null}"
accounts_113.csv,whateast.my.id,nikim.6130,ERROR,fetch failed: read ECONNRESET (ECONNRESET),
accounts_113.csv,whateast.my.id,nikio.6096,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""nikio.6096+whateast.my.id""}"
accounts_113.csv,whateast.my.id,nikiq.4661,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""nikiq.4661+whateast.my.id""}"
accounts_113.csv,whateast.my.id,nikiw.8716,SUCCESS,Email created successfully,"{""data"":""nikiw.8716+whateast.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_113.csv,whateast.my.id,novib.8283,SUCCESS,Email created successfully,"{""errors"":null,""data"":""novib.8283+whateast.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_113.csv,whateast.my.id,novic.6591,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""novic.6591+whateast.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_113.csv,whateast.my.id,novid.8363,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""novid.8363+whateast.my.id"",""errors"":null,""warnings"":null}"
accounts_113.csv,whateast.my.id,novig.3011,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""novig.3011+whateast.my.id"",""errors"":null}"
accounts_113.csv,whateast.my.id,novii.9315,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""novii.9315+whateast.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_113.csv,whateast.my.id,novik.1565,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""novik.1565+whateast.my.id""}"
accounts_113.csv,whateast.my.id,novik.2543,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""novik.2543+whateast.my.id""}"
accounts_113.csv,whateast.my.id,novik.5966,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""novik.5966+whateast.my.id""}"
accounts_113.csv,whateast.my.id,novil.6122,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""novil.6122+whateast.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_113.csv,whateast.my.id,novin.9167,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""novin.9167+whateast.my.id""}"
