domain,email_user,status,message,raw_response
karyamu.my.id,adifirmansyahsales14,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""adifirmansyahsales14+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,adigintingsales53,SUCCESS,Email berhasil dibuat,"{""data"":""adigintingsales53+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,adihidayatsales77,SUCCESS,Email berhasil dibuat,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""adihidayatsales77+karyamu.my.id"",""errors"":null,""warnings"":null}"
karyamu.my.id,adikusumasales34,SUCCESS,Email berhasil dibuat,"{""data"":""adikusumasales34+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,adimaulanasales91,SUCCESS,Email berhasil dibuat,"{""data"":""adimaulanasales91+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,adinasutionsales66,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""adinasutionsales66+karyamu.my.id"",""errors"":null}"
karyamu.my.id,adipermanasales68,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""adipermanasales68+karyamu.my.id""}"
karyamu.my.id,adipranatasales55,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""adipranatasales55+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,adisetiawansales96,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""adisetiawansales96+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,aguscahyanisales99,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""aguscahyanisales99+karyamu.my.id"",""errors"":null}"
karyamu.my.id,agushandayanisales98,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""agushandayanisales98+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,agusiskandarsales24,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""agusiskandarsales24+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,agusramadhansales85,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""agusramadhansales85+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,agussafitrisales76,SUCCESS,Email berhasil dibuat,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""agussafitrisales76+karyamu.my.id"",""warnings"":null}"
karyamu.my.id,agussalimsales18,SUCCESS,Email berhasil dibuat,"{""errors"":null,""data"":""agussalimsales18+karyamu.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
karyamu.my.id,agussusantosales28,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""agussusantosales28+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,agussyahputrasales33,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""agussyahputrasales33+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,agusyuliantisales49,SUCCESS,Email berhasil dibuat,"{""data"":""agusyuliantisales49+karyamu.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
karyamu.my.id,aldicahyanisales89,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""aldicahyanisales89+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,aldilubissales31,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""errors"":null,""data"":""aldilubissales31+karyamu.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
karyamu.my.id,aldimardianasales82,SUCCESS,Email berhasil dibuat,"{""warnings"":null,""data"":""aldimardianasales82+karyamu.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
karyamu.my.id,aldimaulanasales88,SUCCESS,Email berhasil dibuat,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""aldimaulanasales88+karyamu.my.id""}"
