source_file,domain,email_user,status,message,raw_response
accounts_99.csv,fallujah.my.id,sellymardiana.669,FAILED,The account sellymardiana.669@fallujah.my.id already exists!,"{""data"":null,""errors"":[""The account sellymardiana.669@fallujah.my.id already exists!""],""warnings"":null,""status"":0,""messages"":null,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sellypermana.704,FAILED,The account sellypermana.704@fallujah.my.id already exists!,"{""metadata"":{},""messages"":null,""status"":0,""warnings"":null,""errors"":[""The account sellypermana.704@fallujah.my.id already exists!""],""data"":null}"
accounts_99.csv,fallujah.my.id,sellyramadhan.922,FAILED,The account sellyramadhan.922@fallujah.my.id already exists!,"{""warnings"":null,""errors"":[""The account sellyramadhan.922@fallujah.my.id already exists!""],""data"":null,""metadata"":{},""messages"":null,""status"":0}"
accounts_99.csv,fallujah.my.id,sellyramadhan.960,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""sellyramadhan.960+fallujah.my.id"",""errors"":null,""warnings"":null}"
accounts_99.csv,fallujah.my.id,sellysaputra.245,FAILED,The account sellysaputra.245@fallujah.my.id already exists!,"{""warnings"":null,""data"":null,""errors"":[""The account sellysaputra.245@fallujah.my.id already exists!""],""metadata"":{},""status"":0,""messages"":null}"
accounts_99.csv,fallujah.my.id,sellysaputra.396,FAILED,The account sellysaputra.396@fallujah.my.id already exists!,"{""metadata"":{},""status"":0,""messages"":null,""warnings"":null,""data"":null,""errors"":[""The account sellysaputra.396@fallujah.my.id already exists!""]}"
accounts_99.csv,fallujah.my.id,sellysitumorang.852,SUCCESS,Email created successfully,"{""errors"":null,""data"":""sellysitumorang.852+fallujah.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sellysubagyo.408,SUCCESS,Email created successfully,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""sellysubagyo.408+fallujah.my.id"",""warnings"":null}"
accounts_99.csv,fallujah.my.id,sellysusanto.135,SUCCESS,Email created successfully,"{""errors"":null,""data"":""sellysusanto.135+fallujah.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sellytanjung.815,FAILED,The account sellytanjung.815@fallujah.my.id already exists!,"{""data"":null,""errors"":[""The account sellytanjung.815@fallujah.my.id already exists!""],""warnings"":null,""status"":0,""messages"":null,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sellywicaksono.996,FAILED,The account sellywicaksono.996@fallujah.my.id already exists!,"{""metadata"":{},""status"":0,""messages"":null,""warnings"":null,""data"":null,""errors"":[""The account sellywicaksono.996@fallujah.my.id already exists!""]}"
accounts_99.csv,fallujah.my.id,sellywijaya.420,FAILED,The account sellywijaya.420@fallujah.my.id already exists!,"{""data"":null,""errors"":[""The account sellywijaya.420@fallujah.my.id already exists!""],""warnings"":null,""status"":0,""messages"":null,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sitifirmansyah.471,FAILED,The account sitifirmansyah.471@fallujah.my.id already exists!,"{""errors"":[""The account sitifirmansyah.471@fallujah.my.id already exists!""],""data"":null,""warnings"":null,""messages"":null,""status"":0,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sitihandayani.924,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""sitihandayani.924+fallujah.my.id""}"
accounts_99.csv,fallujah.my.id,sitimardiana.764,FAILED,The account sitimardiana.764@fallujah.my.id already exists!,"{""data"":null,""errors"":[""The account sitimardiana.764@fallujah.my.id already exists!""],""warnings"":null,""status"":0,""messages"":null,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sitinasution.940,FAILED,The account sitinasution.940@fallujah.my.id already exists!,"{""warnings"":null,""data"":null,""errors"":[""The account sitinasution.940@fallujah.my.id already exists!""],""metadata"":{},""status"":0,""messages"":null}"
accounts_99.csv,fallujah.my.id,sitinugroho.533,FAILED,The account sitinugroho.533@fallujah.my.id already exists!,"{""warnings"":null,""data"":null,""errors"":[""The account sitinugroho.533@fallujah.my.id already exists!""],""metadata"":{},""status"":0,""messages"":null}"
accounts_99.csv,fallujah.my.id,sitipermana.816,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""sitipermana.816+fallujah.my.id"",""errors"":null,""warnings"":null}"
accounts_99.csv,fallujah.my.id,sitiprasetyo.730,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""sitiprasetyo.730+fallujah.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_99.csv,fallujah.my.id,sitisaputra.615,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""sitisaputra.615+fallujah.my.id"",""errors"":null}"
accounts_99.csv,fallujah.my.id,sitisetiawan.546,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""sitisetiawan.546+fallujah.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_99.csv,fallujah.my.id,sitisiahaan.774,SUCCESS,Email created successfully,"{""errors"":null,""data"":""sitisiahaan.774+fallujah.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_99.csv,fallujah.my.id,sitisihombing.366,FAILED,The account sitisihombing.366@fallujah.my.id already exists!,"{""messages"":null,""status"":0,""metadata"":{},""errors"":[""The account sitisihombing.366@fallujah.my.id already exists!""],""data"":null,""warnings"":null}"
accounts_99.csv,fallujah.my.id,sitisimanjuntak.209,SUCCESS,Email created successfully,"{""errors"":null,""data"":""sitisimanjuntak.209+fallujah.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
