source_file,domain,email_user,status,message,raw_response
accounts_123.csv,hopesss.my.id,anitat.4840,FAILED,The account anitat.4840@hopesss.my.id already exists!,"{""warnings"":null,""data"":null,""errors"":[""The account anitat.4840@hopesss.my.id already exists!""],""metadata"":{},""status"":0,""messages"":null}"
accounts_123.csv,hopesss.my.id,anitav.1074,FAILED,The account anitav.1074@hopesss.my.id already exists!,"{""warnings"":null,""data"":null,""errors"":[""The account anitav.1074@hopesss.my.id already exists!""],""metadata"":{},""status"":0,""messages"":null}"
accounts_123.csv,hopesss.my.id,anitax.4140,FAILED,The account anitax.4140@hopesss.my.id already exists!,"{""data"":null,""errors"":[""The account anitax.4140@hopesss.my.id already exists!""],""warnings"":null,""status"":0,""messages"":null,""metadata"":{}}"
accounts_123.csv,hopesss.my.id,ardya.6127,FAILED,The account ardya.6127@hopesss.my.id already exists!,"{""warnings"":null,""errors"":[""The account ardya.6127@hopesss.my.id already exists!""],""data"":null,""metadata"":{},""messages"":null,""status"":0}"
accounts_123.csv,hopesss.my.id,ardya.6504,FAILED,The account ardya.6504@hopesss.my.id already exists!,"{""messages"":null,""status"":0,""metadata"":{},""errors"":[""The account ardya.6504@hopesss.my.id already exists!""],""data"":null,""warnings"":null}"
accounts_123.csv,hopesss.my.id,ardyc.2860,FAILED,The account ardyc.2860@hopesss.my.id already exists!,"{""warnings"":null,""data"":null,""errors"":[""The account ardyc.2860@hopesss.my.id already exists!""],""metadata"":{},""status"":0,""messages"":null}"
accounts_123.csv,hopesss.my.id,ardyd.9917,FAILED,The account ardyd.9917@hopesss.my.id already exists!,"{""warnings"":null,""data"":null,""errors"":[""The account ardyd.9917@hopesss.my.id already exists!""],""metadata"":{},""status"":0,""messages"":null}"
accounts_123.csv,hopesss.my.id,ardyg.1019,FAILED,The account ardyg.1019@hopesss.my.id already exists!,"{""data"":null,""errors"":[""The account ardyg.1019@hopesss.my.id already exists!""],""warnings"":null,""status"":0,""messages"":null,""metadata"":{}}"
accounts_123.csv,hopesss.my.id,ardyh.2260,FAILED,The account ardyh.2260@hopesss.my.id already exists!,"{""status"":0,""messages"":null,""metadata"":{},""data"":null,""errors"":[""The account ardyh.2260@hopesss.my.id already exists!""],""warnings"":null}"
accounts_123.csv,hopesss.my.id,ardyh.2875,FAILED,The account ardyh.2875@hopesss.my.id already exists!,"{""metadata"":{},""status"":0,""messages"":null,""warnings"":null,""data"":null,""errors"":[""The account ardyh.2875@hopesss.my.id already exists!""]}"
accounts_123.csv,hopesss.my.id,ardyi.3800,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""ardyi.3800+hopesss.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_123.csv,hopesss.my.id,ardyl.4065,SUCCESS,Email created successfully,"{""data"":""ardyl.4065+hopesss.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_123.csv,hopesss.my.id,ardyl.6561,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""ardyl.6561+hopesss.my.id""}"
accounts_123.csv,hopesss.my.id,ardyl.8864,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""ardyl.8864+hopesss.my.id"",""errors"":null}"
accounts_123.csv,hopesss.my.id,ardyo.5580,SUCCESS,Email created successfully,"{""messages"":[""""],""status"":1,""metadata"":{},""errors"":null,""data"":""ardyo.5580+hopesss.my.id"",""warnings"":null}"
accounts_123.csv,hopesss.my.id,ardyq.1044,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""ardyq.1044+hopesss.my.id"",""errors"":null,""warnings"":null}"
accounts_123.csv,hopesss.my.id,ardys.3861,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""ardys.3861+hopesss.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_123.csv,hopesss.my.id,ardyt.6271,SUCCESS,Email created successfully,"{""errors"":null,""data"":""ardyt.6271+hopesss.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_123.csv,hopesss.my.id,ardyt.9728,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""ardyt.9728+hopesss.my.id"",""errors"":null,""warnings"":null}"
accounts_123.csv,hopesss.my.id,ardyu.5775,SUCCESS,Email created successfully,"{""data"":""ardyu.5775+hopesss.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_123.csv,hopesss.my.id,ardyu.8639,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""ardyu.8639+hopesss.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_123.csv,hopesss.my.id,ardyy.5380,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""ardyy.5380+hopesss.my.id""}"
accounts_123.csv,hopesss.my.id,ardyy.8170,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""ardyy.8170+hopesss.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_123.csv,hopesss.my.id,ardyz.5261,SUCCESS,Email created successfully,"{""errors"":null,""data"":""ardyz.5261+hopesss.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_123.csv,hopesss.my.id,arifb.3550,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""arifb.3550+hopesss.my.id""}"
accounts_123.csv,hopesss.my.id,ariff.5388,SUCCESS,Email created successfully,"{""errors"":null,""data"":""ariff.5388+hopesss.my.id"",""warnings"":null,""messages"":[""""],""status"":1,""metadata"":{}}"
accounts_123.csv,hopesss.my.id,arifi.9013,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""arifi.9013+hopesss.my.id"",""errors"":null,""warnings"":null}"
accounts_123.csv,hopesss.my.id,arifl.7977,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""arifl.7977+hopesss.my.id"",""errors"":null,""warnings"":null}"
accounts_123.csv,hopesss.my.id,arifm.7286,SUCCESS,Email created successfully,"{""metadata"":{},""status"":1,""messages"":[""""],""warnings"":null,""data"":""arifm.7286+hopesss.my.id"",""errors"":null}"
accounts_123.csv,hopesss.my.id,arifn.5205,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""arifn.5205+hopesss.my.id"",""errors"":null,""warnings"":null}"
accounts_123.csv,hopesss.my.id,arifq.4467,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""arifq.4467+hopesss.my.id""}"
accounts_123.csv,hopesss.my.id,arifs.5194,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""arifs.5194+hopesss.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
