source_file,domain,email_user,status,message,raw_response
accounts_118.csv,ijenbeans.my.id,hasanq.5017,FAILED,The account hasanq.5017@ijenbeans.my.id already exists!,"{""data"":null,""errors"":[""The account hasanq.5017@ijenbeans.my.id already exists!""],""warnings"":null,""status"":0,""messages"":null,""metadata"":{}}"
accounts_118.csv,ijenbeans.my.id,hasanr.9665,SUCCESS,Email created successfully,"{""data"":""hasanr.9665+ijenbeans.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_118.csv,ijenbeans.my.id,hasanr.9958,SUCCESS,Email created successfully,"{""warnings"":null,""data"":""hasanr.9958+ijenbeans.my.id"",""errors"":null,""metadata"":{},""status"":1,""messages"":[""""]}"
accounts_118.csv,ijenbeans.my.id,hasans.2679,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""hasans.2679+ijenbeans.my.id""}"
accounts_118.csv,ijenbeans.my.id,hasans.3116,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""hasans.3116+ijenbeans.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_118.csv,ijenbeans.my.id,hasans.5598,SUCCESS,Email created successfully,"{""warnings"":null,""errors"":null,""data"":""hasans.5598+ijenbeans.my.id"",""metadata"":{},""messages"":[""""],""status"":1}"
accounts_118.csv,ijenbeans.my.id,hasant.4197,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""hasant.4197+ijenbeans.my.id""}"
accounts_118.csv,ijenbeans.my.id,hasanv.8576,SUCCESS,Email created successfully,"{""data"":""hasanv.8576+ijenbeans.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_118.csv,ijenbeans.my.id,hasanw.2195,SUCCESS,Email created successfully,"{""data"":""hasanw.2195+ijenbeans.my.id"",""errors"":null,""warnings"":null,""status"":1,""messages"":[""""],""metadata"":{}}"
accounts_118.csv,ijenbeans.my.id,hasanw.3073,SUCCESS,Email created successfully,"{""metadata"":{},""messages"":[""""],""status"":1,""warnings"":null,""errors"":null,""data"":""hasanw.3073+ijenbeans.my.id""}"
accounts_118.csv,ijenbeans.my.id,hasanw.5494,SUCCESS,Email created successfully,"{""status"":1,""messages"":[""""],""metadata"":{},""data"":""hasanw.5494+ijenbeans.my.id"",""errors"":null,""warnings"":null}"
